#CNTAS Song Fri Jul 18 15:45:54 2014 
#USER: Song 
#DATE: Fri Jul 18 15:45:54 2014 
#TITLE: FAT Test measurement 
#CMD: scan(axis=Ef, start=7, step=0.025, end=8, time=30)
#STEPS: Ef = 0.025  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  3.864 B=  3.864 C=  11.73
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=2.000 K1=0.000 L1=0.000
#PVEC2: H2=0.000 K2=0.000 L2=4.000
#ANGLES:       monok=   29.47       monho=   58.95          om=    2.00 
#ANGLES:        s2th= -101.02         ath=   30.64      detang=   61.16 
#ANGLES:         sgU=    0.00         sgL=    0.00       mvfoc=  800.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    0.70         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.10      sadist=  998.41     detdist=  650.00 
#ANGLES:     anShRot=   15.50    anShLift=  150.00 
#ZEROS:       monok=   -0.38       monho=   -0.11          om=    0.00 
#ZEROS:        s2th=    0.01         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#       Ef        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
      7.45        130         81   179030.0       30.0     103352      0.000      0.000      29.47      58.95       2.00    -101.02      29.60      59.21       0.00       0.00
      7.47        214        165   180780.0       30.0     103353      0.001      0.000      29.47      58.95       2.00    -101.02      29.55      59.10       0.00       0.00
      7.50        360        296   182365.0       30.0     103354      0.002      0.000      29.47      58.95       2.00    -101.02      29.49      58.99       0.00       0.00
      7.52        477        417   179356.0       30.0     103355      0.002      0.000      29.47      58.95       2.00    -101.02      29.44      58.88       0.00       0.00
      7.55        595        530   180876.0       30.0     103356      0.003      0.000      29.47      58.95       2.00    -101.02      29.39      58.78       0.00       0.00
      7.57        604        548   181399.0       30.0     103357      0.003      0.000      29.47      58.95       2.00    -101.02      29.34      58.67       0.00       0.00
      7.60        493        444   181341.0       30.0     103359      0.002      0.000      29.47      58.95       2.00    -101.02      29.28      58.56       0.00       0.00
      7.62        304        255   182502.0       30.0     103360      0.001      0.000      29.47      58.95       2.00    -101.02      29.23      58.46       0.00       0.00
      7.65        182        133   181439.0       30.0     103361      0.001      0.000      29.47      58.95       2.00    -101.02      29.18      58.35       0.00       0.00
      7.67        110         62   179579.0       30.0     103363      0.000      0.000      29.47      58.95       2.00    -101.02      29.12      58.25       0.00       0.00
      7.70         96         40   181012.0       30.0     103364      0.000      0.000      29.47      58.95       2.00    -101.02      29.07      58.15       0.00       0.00
      7.72         67         28   181095.0       30.0     103365      0.000      0.000      29.47      58.95       2.00    -101.02      29.02      58.04       0.00       0.00
      7.75         77         35   181238.0       30.0     103367      0.000      0.000      29.47      58.95       2.00    -101.02      28.97      57.94       0.00       0.00
      7.77         66         28   181094.0       30.0     103368      0.000      0.000      29.47      58.95       2.00    -101.02      28.92      57.84       0.00       0.00
      7.80         64         19   181382.0       30.0     103369      0.000      0.000      29.47      58.95       2.00    -101.02      28.87      57.74       0.00       0.00
      7.83         73         24   180294.0       30.0     103371      0.000      0.000      29.47      58.95       2.00    -101.02      28.82      57.63       0.00       0.00
